id,questionText,answerText,sourceUrl,language,title
330,What is the best way to counter misinformation in the media?,"The best way to counter misinformation in the media is with an aggressive onslaught of facts. During an outbreak, information may be shifting, guidance changing, and questions multiplying, but the process is guided by adherence to reality and logic. Uncertainty is not an excuse for entertaining arbitrary assertions offered in defiance of the need for evidence. They should be identified as such and dismissed. The best way to counter misinformation in the media is with an aggressive onslaught of facts. During an outbreak, information may be shifting, guidance changing, and questions multiplying, but the process is guided by adherence to reality and logic. Uncertainty is not an excuse for entertaining arbitrary assertions offered in defiance of the need for evidence. They should be identified as such and dismissed.",https://www.globalhealthnow.org/2020-02/coronavirus-expert-reality-check,en,COVID-19 Expert Reality Check | Global Health NOW
331,What is it like inside a hospital biocontainment room?,"At first glance, patient rooms in the Johns Hopkins Biocontainment Unit look no different than any hospital patient room—until you see the doors. They’re color-coded for health care worker safety. The colors signify required safety procedures to gain entry to a room. Red, for example, might alert a provider to change their personal protective gear. At first glance, patient rooms in the Johns Hopkins Biocontainment Unit look no different than any hospital patient room—until you see the doors. They’re color-coded for health care worker safety. The colors signify required safety procedures to gain entry to a room. Red, for example, might alert a provider to change their personal protective gear. We work so hard to make sure we can safely care for any patient, at any time, and simple safety cues like our doors help us do just that. The design of the 7,900 square-foot unit, including three patient rooms, an onsite lab, shower facilities and clean-in/clean-out anterooms, helps us care for patients safely while protecting our staff and our community. A patient might be feeling scared and disoriented, so making sure they are safe and cared for is the number one priority of our team.",https://www.globalhealthnow.org/2020-02/coronavirus-expert-reality-check,en,COVID-19 Expert Reality Check | Global Health NOW
332,What’s the best way to respond to the coronavirus outbreak?,"Early in a coronavirus outbreak, unknowns are a given. But the global health community can’t afford to wait to see if a best- or worst-case scenario unfolds. Some post-haste priorities:",https://www.globalhealthnow.org/2020-02/coronavirus-expert-reality-check,en,COVID-19 Expert Reality Check | Global Health NOW
333,What should a country like the US be doing to prepare when an outbreak like this begins to spread globally?,"“Beginning preparedness activities when an epidemics hits is too late.  Although the US has a relatively strong health system, we need to be better prepared for an epidemic, particularly by strengthening state and local health departments and connections with health care providers and facilities. But we can’t protect ourselves only within our own borders. Our biggest vulnerability is spread in countries with weak health systems – viruses don’t need visas. The US should double down on support for countries in Africa and Asia so the health workers in these countries can find, stop and prevent epidemics. In the US and globally, there are important and simple things we can do that will prevent illness now and also protect against coronavirus: improve hand hygiene (handwashing), cough hygiene (cover coughs), don’t expose others if we’re feeling ill, and improve health care infection control.” “Beginning preparedness activities when an epidemics hits is too late.  Although the US has a relatively strong health system, we need to be better prepared for an epidemic, particularly by strengthening state and local health departments and connections with health care providers and facilities. But we can’t protect ourselves only within our own borders. Our biggest vulnerability is spread in countries with weak health systems – viruses don’t need visas. The US should double down on support for countries in Africa and Asia so the health workers in these countries can find, stop and prevent epidemics. In the US and globally, there are important and simple things we can do that will prevent illness now and also protect against coronavirus: improve hand hygiene (handwashing), cough hygiene (cover coughs), don’t expose others if we’re feeling ill, and improve health care infection control.”",https://www.globalhealthnow.org/2020-02/coronavirus-expert-reality-check,en,COVID-19 Expert Reality Check | Global Health NOW
334,Can travel restrictions and quarantines stem the spread of the coronavirus?,"Travel bans can’t keep all cases of the virus out of a country. As the epidemic expands, cases may originate in any number of countries. We may already have unrecognized cases in the US. Travel bans can’t keep all cases of the virus out of a country. As the epidemic expands, cases may originate in any number of countries. We may already have unrecognized cases in the US. Travel bans can actually make us less safe. They can make countries facing restrictions not want to share information about their outbreaks. They can disrupt the distribution of supplies needed to control the epidemic. Similarly, as we saw with the US’s Ebola response in 2014, quarantining returning travelers makes doctors and nurses less likely to volunteer to serve in affected countries. This virus is likely past the point of containment. We need to focus on mitigating its impact by speeding the development of diagnostic tools, vaccines, and drugs to treat infections.",https://www.globalhealthnow.org/2020-02/coronavirus-expert-reality-check,en,COVID-19 Expert Reality Check | Global Health NOW
335,Are strong national health systems all we need for pandemic preparedness?,"Strong health systems are certainly a crucial foundation for preparedness. All countries, rich or poor, need to have a set of core national preparedness capabilities. For example, they need strong surveillance systems in place that can detect infectious diseases with pandemic potential, robust case detection, and effective contact tracing (i.e., identifying and reaching those who may have been in contact with an infected person). Strong health systems are certainly a crucial foundation for preparedness. All countries, rich or poor, need to have a set of core national preparedness capabilities. For example, they need strong surveillance systems in place that can detect infectious diseases with pandemic potential, robust case detection, and effective contact tracing (i.e., identifying and reaching those who may have been in contact with an infected person). But that’s only part of the story. By definition, pandemics cross national boundaries—they are global in nature and they require a global response, not just a national one. A whole set of “transnational” activities, called global public goods, is another critical plank in pandemic preparedness. These require collective funding by countries. Such goods include developing medical countermeasures like pandemic vaccines, diagnostics, and treatments, stockpiling of medical supplies (including personal protective equipment), and ensuring that there is global “surge capacity” to rapidly scale up production and distribution of vaccines.",https://www.globalhealthnow.org/2020-02/coronavirus-expert-reality-check,en,COVID-19 Expert Reality Check | Global Health NOW
336,What do frontline health care workers need most when they face an outbreak like this?,"Health care workers are our first line of defense against disease, whether coronavirus or otherwise. In order to safely and effectively do their jobs they need to both have proper training and the right protective equipment. This keeps them safe from infection in “peace time” and during a large outbreak like we have now. Health care workers are our first line of defense against disease, whether coronavirus or otherwise. In order to safely and effectively do their jobs they need to both have proper training and the right protective equipment. This keeps them safe from infection in “peace time” and during a large outbreak like we have now. Health care workers are often the first affected by these types of outbreaks and to some extent can act as a canary in the coalmine for how infectious a new disease outbreak is.  In the past, health care workers have died from infections and also amplified initial cases spreading the outbreak quickly.  If we are to protect health workers and limit transmission, we must do more to ensure the right training and the right equipment are available all the time and not just once an outbreak has started. Health workers are making heroic efforts in China, where they have converged on the epicenter. They can only protect us if they are protected.",https://www.globalhealthnow.org/2020-02/coronavirus-expert-reality-check,en,COVID-19 Expert Reality Check | Global Health NOW
337,What are the ethical considerations of using quarantines?,"The tools of public health during suspected infectious outbreaks include limits or restrictions on the movement of individual citizens, ranging from travel bans, to closure of businesses and schools, to isolation of individuals in their homes, to forced quarantine in medical facilities. The goal in implementing public health measures during suspected outbreaks is to balance the freedom of individuals against the restrictions on freedom required to achieve legitimate protections of the public's health, with public and transparent justification of policy decisions. Whatever restrictions are implemented should be the least restrictive to accomplish the stated public health goals. Quarantine is considered a measure of last resort given the severe restrictions it imposes on individual liberty, and when misused or ineffective can severely undermine trust in government.",https://www.globalhealthnow.org/2020-02/coronavirus-expert-reality-check,en,COVID-19 Expert Reality Check | Global Health NOW
338,"In the absence of approved treatments, what can health care providers do?","Even without approved treatments, there are several key ways health care providers can care for people with COVID-19 and keep them alive:
1.  Control their symptoms: Give them medications that make having COVID-19 more tolerable—ones that control fever, cough, and other commonly associated symptoms.
2.  Provide intensive support to the body of a sick person as their immune system battles the infection: We see that some patients may become critically ill with this disease, hence they may need mechanical ventilation or urgent dialysis. There may be a role for technologies such as extracorporeal membrane oxygenation to help their lungs recover from acute respiratory distress syndrome.
3.  Treat other infections that COVID-19 patients may get, such as concurrent bacterial pneumonia because their lungs are not functioning as well as they can. In this case, clinicians will use antibiotics to help them recover.",https://www.globalhealthnow.org/2020-02/coronavirus-expert-reality-check,en,COVID-19 Expert Reality Check | Global Health NOW
339,How do disease detectives find the source of an outbreak like this?,"Once two or more people are identified, disease detectives (such as those in the CDC’s Epidemic Intelligence Service) look for what these people have in common. Do they live together? Work together? Shop at the same market? Points of overlap could indicate sources of the pathogen. Once two or more people are identified, disease detectives (such as those in the CDC’s Epidemic Intelligence Service) look for what these people have in common. Do they live together? Work together? Shop at the same market? Points of overlap could indicate sources of the pathogen. At the same time, infectious disease doctors and scientists try figure out what the pathogen is. In the case of the novel coronavirus, scientists isolated and genetically sequenced the virus, revealing its close relationship to SARS, which originated in bats but was transmitted to humans through another species.",https://www.globalhealthnow.org/2020-02/coronavirus-expert-reality-check,en,COVID-19 Expert Reality Check | Global Health NOW
340,Could export goods transmit SARS-CoV-2 infection around the world?,"The likelihood of getting infected with SARS-CoV-2 (the virus that causes COVID-19) through export goods originating from China or elsewhere is quite low. Although SARS-CoV-2 can survive on surfaces from 2 hours to 9 days, it is vulnerable to heat, changes in pH, and common disinfectants.  Since SARS-CoV-2 is an enveloped virus (meaning it has a fragile outer layer), it is less stable and more susceptible to disinfectants. Therefore, the risk of an infected person contaminating commercial goods is low—and so is the risk of catching the disease from a package that has been transported and exposed to different conditions (and temperatures).
So, feel free to order that dress from China or those leather shoes from Italy. While you are at it, wash your hands and maybe wipe the surface with a disinfectant because informed preventive measures are what we need to stop both COVID-19 and the fear epidemic from spreading.",https://www.globalhealthnow.org/2020-02/coronavirus-expert-reality-check,en,COVID-19 Expert Reality Check | Global Health NOW
341,When does an outbreak become a pandemic?,"The word pandemic literally means “all people” in Greek. But clearly not all people become sick even in the worst pandemics. Epidemiologists typically mean an infectious disease epidemic that has spread or is spreading globally. The word pandemic literally means “all people” in Greek. But clearly not all people become sick even in the worst pandemics. Epidemiologists typically mean an infectious disease epidemic that has spread or is spreading globally. Usually we refer to a pandemic only when it involves a new disease. So, for example, we talk about an influenza pandemic when there is a new strain of flu spreading around the world. In contrast, we do not refer to the global outbreak of seasonal influenza as a pandemic because the strains are not new. There is no strict definition of when an epidemic becomes a pandemic—but usually it means that the disease is actively spreading on several continents with likely continued spread to other continents.",https://www.globalhealthnow.org/2020-02/coronavirus-expert-reality-check,en,COVID-19 Expert Reality Check | Global Health NOW
342,“What can we expect from the coronavirus circulating now? Will it change to become more lethal or more easily transmitted?”,"The SARS-CoV-2 virus that causes COVID-19 will likely continue with minimal variation. It will probably stay stable because very few people are immune—so many “naïve” human hosts are still available for maintaining current transmission cycles. The SARS-CoV-2 virus that causes COVID-19 will likely continue with minimal variation. It will probably stay stable because very few people are immune—so many “naïve” human hosts are still available for maintaining current transmission cycles. This virus appears very balanced in terms of transmission-to-virulence. It also can be transmitted early in infection. Serious disease usually doesn’t occur until much later—and by that time, many patients are confined to a hospital bed. Consequently, a long transmission window is present before a person falls seriously ill, giving the virus plenty of time to spread. Selection is heavily driven by transmissibility, and the role of virulence in this process is much less clear.",https://www.globalhealthnow.org/2020-02/coronavirus-expert-reality-check,en,COVID-19 Expert Reality Check | Global Health NOW
343,Will most of humanity be infected by the new coronavirus?,"It is likely that eventually it will become endemic, and most of us will get infected. But one question is super important: How long will it take for that to happen? If it happens in a few months, every hospital will be overwhelmed and people will not be treated for coronavirus or other diseases. If it happens that fast, it will be an unprecedented disaster. However, if we do our best in terms of prevention by practicing social distancing, reducing travel, not going to work when we’re sick, we could slow spread of the disease. If the same 60-70% infection of the global population is spread over 3 years, then hospitals don’t get overwhelmed, people can get treated, and we have time to develop a vaccine—it’s a completely different story.The difference between it happening fast or slow is potentially the difference between a 1918 flu level event and a bad flu season level event. We have control over that. It is likely that eventually it will become endemic, and most of us will get infected. But one question is super important: How long will it take for that to happen? If it happens in a few months, every hospital will be overwhelmed and people will not be treated for coronavirus or other diseases. If it happens that fast, it will be an unprecedented disaster. However, if we do our best in terms of prevention by practicing social distancing, reducing travel, not going to work when we’re sick, we could slow spread of the disease. If the same 60-70% infection of the global population is spread over 3 years, then hospitals don’t get overwhelmed, people can get treated, and we have time to develop a vaccine—it’s a completely different story.The difference between it happening fast or slow is potentially the difference between a 1918 flu level event and a bad flu season level event. We have control over that.",https://www.globalhealthnow.org/2020-02/coronavirus-expert-reality-check,en,COVID-19 Expert Reality Check | Global Health NOW
344,How does a virus shift from zoonotic to human-to-human transmission?,"When a virus passes from a nonhuman animal into a human, we call that moment of spillover a zoonotic transmission. It’s an ecological event. What happens next depends on evolutionary potential and chance. If the virus is adaptable, it may succeed in replicating and proliferating in the new human host. Maybe it kills the person and the line of transmission comes to an end there—as happens with rabies. But if the virus is even more adaptable, it may acquire the ability to pass from one human host to another, perhaps by sexual contact (as with HIV), perhaps in bodily fluids such as blood (as with Ebola), perhaps in respiratory droplets launched by coughing or sneezing (as with influenza or SARS). What makes a virus adaptable? The changeability of its genome, plus Darwinian natural selection. Those viruses with single-stranded RNA genomes, which replicate themselves inaccurately and therefore have highly changeable genomes, are among the most adaptable. Coronaviruses belong to that group. When a virus passes from a nonhuman animal into a human, we call that moment of spillover a transmission. It’s an ecological event. What happens next depends on evolutionary potential and chance. If the virus is adaptable, it may succeed in replicating and proliferating in the new human host. Maybe it kills the person and the line of transmission comes to an end there—as happens with rabies. But if the virus is even more adaptable, it may acquire the ability to pass from one human host to another, perhaps by sexual contact (as with HIV), perhaps in bodily fluids such as blood (as with Ebola), perhaps in respiratory droplets launched by coughing or sneezing (as with influenza or SARS). What makes a virus adaptable? The changeability of its genome, plus Darwinian natural selection. Those viruses with single-stranded RNA genomes, which replicate themselves inaccurately and therefore have highly changeable genomes, are among the most adaptable. Coronaviruses belong to that group.",https://www.globalhealthnow.org/2020-02/coronavirus-expert-reality-check,en,COVID-19 Expert Reality Check | Global Health NOW
345,Is it safe to donate blood during the outbreak? Could someone get COVID-19 from a blood transfusion?,"COVID-19 doesn’t pose any known risk to blood donors during the donation process or from attending blood drives. COVID-19 doesn’t pose any known risk to blood donors during the donation process or from attending blood drives. Blood donation is a highly regulated, safe process—and most centers have implemented additional precautions including increased sanitation of donor areas, use of PPE, and social distancing to enhance their already-healthy environments. Additionally, since donors must be healthy on donation day, risk of exposure to sick individuals is extremely low. While donors may worry that they could be infected but asymptomatic, respiratory viruses are not generally thought to be transmitted by blood transfusion. There are no reported cases to date of transfusion transmission of COVID-19. Even during a shelter-in-place, people still require critical medical care. They will continue to be in car crashes, need emergency organ transplants and chemotherapy, and give birth to babies in critical condition. The need for blood is constant, and we continue to rely on blood donors’ generosity.",https://www.globalhealthnow.org/2020-02/coronavirus-expert-reality-check,en,COVID-19 Expert Reality Check | Global Health NOW
346,Is it possible to be reinfected with the novel coronavirus?,"Reinfection is always a possibility with a viral infection, particularly if you have a subclinical infection and don’t mount much of an immune response against it. Reinfection is also possible within the window after the first infection and before you develop antibodies. That window can vary from a couple of weeks to a few months, depending on how much your immune system was triggered. Reinfection is always a possibility with a viral infection, particularly if you have a subclinical infection and don’t mount much of an immune response against it. Reinfection is also possible within the window after the first infection and before you develop antibodies. That window can vary from a couple of weeks to a few months, depending on how much your immune system was triggered. We’ve now got a good population of people who have recovered from the virus. Serum samples from those patients can allow us to time exactly when they begin to develop antibodies and when they develop sufficient titers and neutralizing antibodies. This will help us determine what the window is for protection. Before your immune system returns to normal, you can be infected by not just this virus, but by regular colds and flu. A couple of months may be a reasonable window of recovery, based on what we know right now.",https://www.globalhealthnow.org/2020-02/coronavirus-expert-reality-check,en,COVID-19 Expert Reality Check | Global Health NOW
347,"What is cryptic transmission, and what is its significance in the COVID-19 outbreak?","Cryptic transmission is the term that is used when there is no direct contact between person 1 shedding the virus and person 2 contracting it. Cryptic transmission is the term that is used when there is no direct contact between person 1 shedding the virus and person 2 contracting it. It is an important indicator of community prevalence of a virus. There is essentially enough circulating virus in a community to transmit the same strain of the virus between individuals who are not directly linked. In the case of the COVID-19 outbreak, this term came into the lexicon after University of Washington researchers sequenced the COVID-19 genome from Snohomish County, Washington, which showed a direct genetic link from the first 2 cases in Washington though they had no known contact. This indicated there was significant community spread, and likely evidence the virus had been circulating for weeks by that point. As I noted on Twitter, the key takeaway is this is going to be a critical path for viral transmission given the potential infectivity prior to the manifestation of symptoms—and what will ultimately make it so hard to control the spread of the virus.",https://www.globalhealthnow.org/2020-02/coronavirus-expert-reality-check,en,COVID-19 Expert Reality Check | Global Health NOW
348,"Given that coronaviruses can cause the common cold, does that mean humans likely have some protection against this new virus? Or are we immunologically ""naive""?","Although it’s possible we could have pre-existing immunity if we were previously infected with “common cold” coronaviruses, there is no evidence that this is protective in people exposed to SARS-CoV-2 (the virus that causes COVID-19). Although it’s possible we could have pre-existing immunity if we were previously infected with “common cold” coronaviruses, there is no evidence that this is protective in people exposed to SARS-CoV-2 (the virus that causes COVID-19). Unless I see data otherwise, I’d assume that most of us are immunologically “naive.” However, although we don’t know if it’s relevant to COVID-19 epidemiology, it has been shown that antibodies against SARS-CoV can block infection of cells with SARS-CoV-2 , so there is the possibility of protective cross-reactive immunity from closely related coronaviruses.",https://www.globalhealthnow.org/2020-02/coronavirus-expert-reality-check,en,COVID-19 Expert Reality Check | Global Health NOW
349,How do you go about creating a vaccine against a new virus?,"Every virus has its unique challenges. In the case of n-coronavirus, the vaccine challenges are 2-fold. First, you have to interfere with the virus’s ability to dock with a specific receptor in the lungs called ACE2. Every virus has its unique challenges. In the case of n-coronavirus, the vaccine challenges are 2-fold. First, you have to interfere with the virus’s ability to dock with a specific receptor in the lungs called ACE2. Then, you need to reduce the problem of antibody-dependent enhancement. ADE means that some respiratory virus vaccines can actually make things worse. There are multiple ways to solve this problem. One option is creating a vaccine that only uses parts of the pathogen to stimulate the immune system. One approach is to do this by producing recombinant protein subunit vaccines. We have found that these vaccines that use a part of a protein of the virus (the spike protein) and known as the receptor binding domain (RBD) are optimal for 2 reasons: Recombinant proteins are a standard technology that has resulted in other licensed vaccines, including the hepatitis B and HPV vaccines; and it’s possible to produce this vaccine in abundance and at low cost.",https://www.globalhealthnow.org/2020-02/coronavirus-expert-reality-check,en,COVID-19 Expert Reality Check | Global Health NOW
350,How does this particular coronavirus compare with other coronaviruses like SARS and MERS?,"“We are learning more about the virus every day. On the continuum of the common cold to SARS, it’s now clear that the novel coronavirus is more contagious than SARS, but less deadly. We don’t yet know how much more contagious, or how much less deadly. The number of confirmed infections with nCoV has already far outpaced the total number of suspected SARS cases.” “We are learning more about the virus every day. On the continuum of the common cold to SARS, it’s now clear that the novel coronavirus is more contagious than SARS, but less deadly. We don’t yet know how much more contagious, or how much less deadly. The number of confirmed infections with nCoV has already far outpaced the total number of suspected SARS cases.”",https://www.globalhealthnow.org/2020-02/coronavirus-expert-reality-check,en,COVID-19 Expert Reality Check | Global Health NOW
351,What precautions should I take when I have to go out to get food?,"The majority of the transmission is happening through respiratory droplets that we may inhale from close contact with one another. To avoid crowds, be strategic about the time and the day of week that you go out to get food. Even now, shopping centers get busier on weekends. If the store is crowded, try again later. The majority of the transmission is happening through respiratory droplets that we may inhale from close contact with one another. To avoid crowds, be strategic about the time and the day of week that you go out to get food. Even now, shopping centers get busier on weekends. If the store is crowded, try again later. As the CDC recommends, unless you’re treating a patient, use a homemade face cover when you go out in public. Medical masks must be saved for health workers who need them desperately. Also, use hand sanitizer or wash your hands as soon as possible after returning from the grocery store. If you decide to wear gloves, treat them like you would your bare hands. Immediately dispose of the gloves after an activity, and then wash your hands. And, if you receive take-out at home, have it left at the door to help protect delivery people, who are doing a great service for us.",https://www.globalhealthnow.org/2020-02/coronavirus-expert-reality-check,en,COVID-19 Expert Reality Check | Global Health NOW
352,Why are wild animals believed to be the source of this outbreak?,"About 60% of newly emerged and re-emerging pathogens share a common origin: the bodies of animals. Genetic and epidemiological evidence suggest that the novel coronavirus, like SARS, may have emerged from a so-called “wet market,” where wild species that would rarely encounter each other in nature are crammed together, allowing microbes to spread between species and into humans. China claimed to have cracked down on these markets after the SARS outbreak, but when I visited a few years later, it wasn’t hard to find one. 
But such markets are only part of the problem. The loss of wildlife habitat around the world more generally is forcing wild species to cram into closer proximity to human settlements. Bats, for example, have been fingered as the source of Ebola, SARS, and a host of other pathogens. When we cut down the forests where they live, they come roost in our backyards and farms instead. It’s this kind of novel, intimate contact that provides opportunities for the microbes that live in their bodies to spread into ours. About 60% of newly emerged and re-emerging pathogens share a common origin: the bodies of animals. Genetic and epidemiological evidence suggest that the novel coronavirus, like SARS, may have emerged from a so-called “wet market,” where wild species that would rarely encounter each other in nature are crammed together, allowing microbes to spread between species and into humans. China claimed to have cracked down on these markets after the SARS outbreak, but when I visited a few years later, it wasn’t hard to find one. 
But such markets are only part of the problem. The loss of wildlife habitat around the world more generally is forcing wild species to cram into closer proximity to human settlements. Bats, for example, have been fingered as the source of Ebola, SARS, and a host of other pathogens. When we cut down the forests where they live, they come roost in our backyards and farms instead. It’s this kind of novel, intimate contact that provides opportunities for the microbes that live in their bodies to spread into ours.",https://www.globalhealthnow.org/2020-02/coronavirus-expert-reality-check,en,COVID-19 Expert Reality Check | Global Health NOW
353,What should the average person in a non-outbreak area be doing to prepare?,"The CDC believes it is likely that COVID-19 will cause a pandemic, but there are steps that the public can take to protect and prepare themselves. The CDC believes it is likely that COVID-19 will cause a pandemic, but there are steps that the public can take to protect and prepare themselves. First, it is important to stay informed and follow instructions issued by your local or state health department and the CDC. Basic infection control measures still apply in this scenario. Practicing good handwashing techniques or using hand sanitizer, avoiding people who are ill, and staying home when you are sick are all effective measures. A pandemic could interrupt supply chains and result in closures at local businesses, meaning it may be prudent to stock reserves of critical supplies. Examples include extra prescription medications, asthma relief inhalers, over-the-counter anti-fever and pain medications, non-perishable food items, household cleaning supplies, and toiletries. However, do not hoard - this could create shortages.",https://www.globalhealthnow.org/2020-02/coronavirus-expert-reality-check,en,COVID-19 Expert Reality Check | Global Health NOW
354,How much will mortality rates vary from country-to-country given differing levels of health system preparedness and response resources?,"Mortality rates will vary by country according to several factors. First, it will depend on the age structure of the population; Italy has the second oldest population in the world, which  may partly explain the high mortality observed. Mortality rates will vary by country according to several factors. First, it will depend on the age structure of the population; Italy has the second oldest population in the world, which  may partly explain the high mortality observed. Health care availability (in terms of the number of hospital and intensive care beds) and accessibility (free versus paid) will also influence mortality. For example, low death rates in Germany and South Korea are partially attributed to the relatively high number of hospital beds per capita. Moreover, disparities in death rates between Hubei province—the location of Wuhan, where the outbreak first emerged—and other parts of China are thought to be due to the rapid case rise and resulting strain on health care resources in Hubei. Lastly, a country’s testing policy will be an important determining factor. If there is widespread testing of community as well as hospital-based cases, mortality will be lower than if testing was solely focused on hospital cases.",https://www.globalhealthnow.org/2020-02/coronavirus-expert-reality-check,en,COVID-19 Expert Reality Check | Global Health NOW
355,What’s the worst-case scenario for this pandemic?,"There is already evidence of widening transmission of SARS-CoV-2 across the Southern Hemisphere, though the virus is currently taking its primary toll in the North. It is likely that 60-65% of Northern Hemisphere populations will be infected with the virus by July or August. There is already evidence of widening transmission of SARS-CoV-2 across the Southern Hemisphere, though the virus is currently taking its primary toll in the North. It is likely that 60-65% of Northern Hemisphere populations will be infected with the virus by July or August. As the epidemics seem to diminish later in the summer, action will shift to the South, with COVID-19 sweeping across Latin America, Africa and the South Pacific, similarly infecting upwards of 60% of populations. And then by December, it will make a slow return to the Northern Hemisphere, creating a North/South cycle that will persist for years.",https://www.globalhealthnow.org/2020-02/coronavirus-expert-reality-check,en,COVID-19 Expert Reality Check | Global Health NOW
356,"There have been news reports that the coronavirus epidemic will last for 18 months or longer and come in multiple waves. If so, how long will social distancing be necessary in that situation?","This pandemic will last until most people are immune, whether through vaccination or from having gotten the illness [COVID-19] and recovered. The 18-month figure comes from reports that we won’t have a vaccine in less than 18 months, but that would be in unprecedented, in record-breaking time. We’ll eventually have a vaccine, but that may be in 18 months or 5 years from now.
 
I think there will be waves of the epidemic across the US. What’s happening now in Seattle and New York, and to a lesser extent in San Francisco, will happen in Baltimore and Dallas at different times. Each wave will last a couple of months—from valley to peak to valley. As we begin to relax social distancing efforts—which we will have to do because society can’t stay like this—the disease will start to come back. The hope is that it will return more slowly because there are fewer susceptible hosts, we’ll have more ubiquitous testing, and more [targeted] interventions instead of the sledgehammer we’re using now.",https://www.globalhealthnow.org/2020-02/coronavirus-expert-reality-check,en,COVID-19 Expert Reality Check | Global Health NOW
357,"What is contact tracing, why is it important, and how is it done?","Contract tracing is a core public health function that public health agencies have done for years. Diagnostic tests can confirm whether a person is infected with an illness. Contact tracing involves finding out who the infected person had contacts with so that those individuals can be alerted that they are at a risk of developing the illness and at risk of potentially infecting others in the community.During contact tracing, the contacts of the infected person are generally called up, asked if they're feeling sick, and advised to self-quarantine for a period of time. During the quarantine period, the health of the contacts can be monitored and health care or other services could be provided to them if they do develop symptoms. Also, it is important to make sure that people who have been exposed to the illness are not circulating in the community and further spreading the disease. Contract tracing is a core public health function that public health agencies have done for years. Diagnostic tests can confirm whether a person is infected with an illness. Contact tracing involves finding out who the infected person had contacts with so that those individuals can be alerted that they are at a risk of developing the illness and at risk of potentially infecting others in the community.During contact tracing, the contacts of the infected person are generally called up, asked if they're feeling sick, and advised to self-quarantine for a period of time. During the quarantine period, the health of the contacts can be monitored and health care or other services could be provided to them if they do develop symptoms. Also, it is important to make sure that people who have been exposed to the illness are not circulating in the community and further spreading the disease.",https://www.globalhealthnow.org/2020-02/coronavirus-expert-reality-check,en,COVID-19 Expert Reality Check | Global Health NOW
358,"With a given number of confirmed Covid-19 cases in a community, is there a way to estimate the number of actual cases?","Not reliably because the number of tests affects the number of confirmed cases: If you do more tests, you’ll find more cases.
 
A better—but still flawed—approach would be to use the number of COVID-19 deaths and back-calculate the number of infected cases. So, if there are 500 COVID deaths in a community and you assume a mortality rate of 1%, then that would indicate that there would be at least 50,000 cases. Why? Because 500 is 1% of 50,000. But this has problems, too. It doesn’t include recent infections; the number of COVID deaths may be under-reported; and it depends on the death rate. These points suggest 50,000 cases is likely an underestimate.
 
So, what do we do? We need good public health surveillance. We need to take representative samples of the community and test them. That’s the best way to get reliable estimates. 
  
 
Ron Brookmeyer, PhD, MS, is dean of the UCLA Fielding School of Public Health.",https://www.globalhealthnow.org/2020-02/coronavirus-expert-reality-check,en,COVID-19 Expert Reality Check | Global Health NOW
359,Could SARS-CoV-2 be transmitted sexually via semen? By Jim Hotaling,"COVID-19 has been found in semen—but it is unlikely to be spread that way, although it hasn’t been ruled out. COVID-19 has been found in semen—but it is unlikely to be spread that way, although it hasn’t been ruled out. One small study of 34 Chinese men diagnosed with COVID-19 found no evidence of SARS-CoV-2 in their semen or testes ~1 month later. Another study—which didn’t address the sexual transmission question—found the virus in 6 of 38 patient semen samples. But that study involved much sicker men; the viral load by that stage could be a factor. And, severely ill people aren’t likely having sex; that’s a bigger question during recovery. Studies on patients with SARS-CoV-2 in their semen, testing weekly to see if and when it clears, could inform guidelines on how long post-diagnosis men should refrain from sex. Regardless, sex—impossible from a 6-foot safe distance—still isn’t a good idea for at least several weeks later, given the established risk of respiratory transmission.",https://www.globalhealthnow.org/2020-02/coronavirus-expert-reality-check,en,COVID-19 Expert Reality Check | Global Health NOW
360,"Could people who have taken antiviral drugs (such as HIV Protease Inhibitors, etc.) for many years recover faster?","Research has shown HIV protease inhibitors—drugs that interfere with a virus’s ability to replicate—block the SARS and MERS coronaviruses in lab settings. However, there is little evidence to suggest a benefit against the novel coronavirus, SARS-CoV-2, for patients already taking these drugs. Research has shown HIV protease inhibitors—drugs that interfere with a virus’s ability to replicate—block the SARS and MERS coronaviruses in lab settings. However, there is little evidence to suggest a benefit against the novel coronavirus, SARS-CoV-2, for patients already taking these drugs. In 2003, clinical studies using HIV protease inhibitors—specifically, the FDA-approved oral combination treatment lopinavir/ritonavir—to treat SARS were associated with reduced mortality and intubation rates. However, the studies were retrospective and not controlled clinical trials. Still, amid the desperate search to find treatments for the novel coronavirus, researchers have carried out clinical studies using these drugs on COVID-19 patients—despite the lack of published data documenting their utility against SARS-CoV-2. Based on the data so far, there is little reason to expect patients taking HIV protease inhibitors will see a benefit against COVID-19—either to protect from infection or to speed recovery.",https://www.globalhealthnow.org/2020-02/coronavirus-expert-reality-check,en,COVID-19 Expert Reality Check | Global Health NOW
